 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,369,1,1,40,112,40,40,40.0,0.0,112,112,112.0,0.0,411924.1192,5420.054201,369.0,0.0,369,369,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2710.0271,2710.0271,40,112,64.0,41.56921938,1728.0,0,0,0,0,0,0,0,0,1,96.0,40.0,112.0,20,0,0,0,0,0,0,1,40,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56866,3,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,93300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,274,184.6666667,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,40,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,531683,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,434.4694113,11.28491977,106336.6,237142.6311,530550,21,531683,177227.6667,306026.8196,530597,542,1112,1112.0,0.0,1112,1112,0,0,0,0,136,72,7.523279849,3.761639925,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,98653668,8,5,368,11595,368,0,46.0,130.1076477,10136,0,2319.0,4414.366206,121.2625971,0.131774117,8221139.0,28500000.0,98600000,1,98600000,14100000.0,37300000.0,98600000,1,42428,10607.0,14638.41082,31173,64,0,0,0,0,264,168,0.081091764,0.050682353,0,10136,854.5,2699.691742,7288335.5,0,0,0,0,1,0,0,0,0,920.2307692,46.0,2319.0,264,0,0,0,0,0,0,8,368,5,11595,251,235,1,32,987.0,0.0,987,987,98600000.0,0.0,98600000,98600000,DoS Hulk
8080,70747,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4805.857492,98.94412484,11791.16667,27644.17197,68214,75,70747,23582.33333,39969.12379,69732,75,68859,34429.5,47778.4981,68214,645,0,0,0,0,92,72,56.53949991,42.40462493,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,63100456,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110934222,10500000.0,11900000.0,32100000,997110,63100000,10500000.0,11900000.0,32100000,997110,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110934222,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005066.0,0.0,7005066,7005066,18700000.0,12200000.0,32100000,8015951,DoS Slowhttptest
80,11692990,5,4,229,3525,229,0,45.8,102.4119134,3525,0,881.25,1762.5,321.0470547,0.769691927,1461623.75,2743015.513,6687699,11,6689554,1672388.5,3344072.335,6688497,257,11700000,3897659.667,3478135.705,6687699,803,0,0,0,0,168,136,0.427606626,0.342085301,0,3525,375.4,1108.994259,1229868.267,0,0,0,1,0,0,0,0,0,417.1111111,45.8,881.25,168,0,0,0,0,0,0,5,229,4,3525,29200,235,1,32,814.0,0.0,814,814,6687699.0,0.0,6687699,6687699,DoS GoldenEye
80,11364432,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.111852137,0.351975356,3788144.0,6560455.085,11400000,3,11400000,3788144.0,6560455.085,11400000,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.351975356,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,927.0,0.0,927,927,11400000.0,0.0,11400000,11400000,DDoS
80,65722,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,177003.1344,121.724841,9388.857143,24470.89694,64882,3,624,312.0,352.139177,561,63,65707,16426.75,32304.75941,64882,3,0,0,0,0,72,112,45.64681537,76.07802562,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
21,8983831,9,15,107,188,26,0,11.88888889,9.854496999,34,0,12.53333333,14.54975045,32.83677086,2.671466104,390601.3478,1016619.46,3200500,3,5915375,739421.875,1373873.246,3244841,184,8983719,641694.2143,1255198.441,3200500,3,0,0,0,0,296,488,1.001799789,1.669666315,0,34,11.8,12.72792206,162.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,533674,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,21786.70874,14.99042487,76239.14286,200246.0432,530350,97,2734,1367.0,1796.051224,2637,97,533577,133394.25,264639.9186,530350,189,0,0,0,0,72,112,5.621409325,9.369015541,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
8080,1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,237,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,479,1,2,231,483,231,231,231.0,0.0,483,0,241.5,341.5325753,1490605.428,6263.048017,239.5,333.0472939,475,4,0,0.0,0.0,0,0,4,4.0,0.0,4,4,1,0,0,0,32,64,2087.682672,4175.365344,0,483,236.25,197.2770894,38918.25,0,1,0,0,1,1,0,0,2,315.0,231.0,241.5,32,0,0,0,0,0,0,1,231,2,483,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,5791036,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.690722696,1930345.333,3342672.456,5790131,131,5791036,2895518.0,4093600.962,5790131,905,0,0.0,0.0,0,0,0,0,0,0,104,40,0.518042022,0.172680674,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,100998470,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.158418241,0.03960456,33700000.0,58300000.0,101000000,43,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,0,0,0,64,64,0.01980228,0.01980228,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,90.0,0.0,90,90,101000000.0,0.0,101000000,101000000,DoS slowloris
80,65177751,12,11,1533,628,786,0,127.75,298.4755586,314,0,57.09090909,127.0192541,33.15548583,0.352881154,2962625.045,4522637.931,10000000,18,65100000,5916133.182,4926408.077,10100000,50724,65100000,6512708.3,4772972.556,10100000,898,0,0,0,0,392,360,0.184111907,0.168769248,0,786,90.04166667,226.3526451,51235.51993,0,0,0,1,0,0,0,0,0,93.95652174,127.75,57.09090909,392,0,0,0,0,0,0,12,1533,11,628,29200,117,2,32,822461.8333,1890741.135,4681921,50334,10000000.0,8692.073646,10000000,10000000,BENIGN
80,5848224,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.68396833,1949408.0,3375717.674,5847351,131,5848224,2924112.0,4134084.24,5847351,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512976247,0.170992082,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,30833,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,5286.543638,64.86556611,30833.0,0.0,30833,30833,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.43278306,32.43278306,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,10177276,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,467.0208413,5.207680326,195716.8462,529743.4637,1958683,18,8553924,427696.2,759295.9837,2000773,502,10200000,328294.8065,657405.3455,1958683,18,0,0,0,0,680,1032,2.063420507,3.14425982,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,171,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,70175.4386,11695.90643,171.0,0.0,171,171,171,171.0,0.0,171,171,0,0.0,0.0,0,0,0,0,0,0,40,0,11695.90643,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16425,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,10733735,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.794926463,0.465821077,2683433.75,5364861.687,10700000,0,10700000,2683433.75,5364861.687,10700000,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.465821077,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3009.0,0.0,3009,3009,10700000.0,0.0,10700000,10700000,DDoS
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
21,258,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54263.56589,11627.90698,129.0,55.15432893,168,90,258,258.0,0.0,258,258,0,0.0,0.0,0,0,1,0,0,0,64,20,7751.937984,3875.968992,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
22,108,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18518.51852,108.0,0.0,108,108,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9259.259259,9259.259259,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
21,8579559,9,15,108,188,24,0,12.0,9.695359715,34,0,12.53333333,14.54975045,34.50060778,2.797346577,373024.3043,970392.2685,3067536,18,5654692,706836.5,1313974.088,3111887,18,8579453,612818.0714,1198058.703,3067536,49,0,0,0,0,296,488,1.049004966,1.748341611,0,34,11.84,12.68752668,160.9733333,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,11887550,8,5,383,11632,383,0,47.875,135.4109486,8688,0,2326.4,3777.823289,1010.721301,1.0935811,990629.1667,2346471.863,6880688,1,6887800,983971.4286,2602062.758,6884895,1,11900000,2971887.0,3514853.445,6880688,152,0,0,0,0,264,168,0.672972984,0.420608115,0,8688,858.2142857,2385.593368,5691055.72,0,0,0,1,0,0,0,0,0,924.2307692,47.875,2326.4,264,0,0,0,0,0,0,8,383,5,11632,29200,235,1,32,1996.0,0.0,1996,1996,6880688.0,0.0,6880688,6880688,DoS GoldenEye
80,91,1,2,1448,535,1448,1448,1448.0,0.0,535,0,267.5,378.3021279,21800000.0,32967.03297,45.5,62.93250353,90,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,10989.01099,21978.02198,0,1448,857.75,715.7030925,512230.9167,0,0,0,0,1,0,0,0,2,1143.666667,1448.0,267.5,32,0,0,0,0,0,0,1,1448,2,535,235,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
22,11833901,19,31,2024,2745,640,0,106.5263158,143.8530764,976,0,88.5483871,223.315,402.9947521,4.225149425,241508.1837,644633.9718,2690838,4,10400000,577305.6667,968363.3298,2736102,511,11800000,394458.9333,790880.5514,2690838,4,0,0,0,0,616,1000,1.605556781,2.619592643,0,976,93.50980392,193.9742635,37626.0149,0,0,0,1,0,0,0,0,1,95.38,106.5263158,88.5483871,616,0,0,0,0,0,0,19,2024,31,2745,29200,257,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,1295690,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8978.227817,6.946105936,161961.25,457230.4399,1293548,17,1837,918.5,1160.362228,1739,98,1295629,259125.8,578260.0835,1293548,17,0,0,0,0,72,132,2.315368645,4.630737291,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
21,9829854,9,15,114,188,26,0,12.66666667,10.52378259,34,0,12.53333333,14.54975045,30.72273505,2.441541858,427384.9565,1109861.331,3463723,3,6325980,790747.5,1457186.66,3209255,199,9829775,702126.7857,1369979.655,3463723,3,0,0,0,0,296,488,0.915578197,1.525963661,0,34,12.08,12.91291343,166.7433333,0,0,0,1,0,0,0,0,1,12.58333333,12.66666667,12.53333333,296,0,0,0,0,0,0,9,114,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,3003301,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998900876,1501650.5,710402.6059,2003981,999320,3003301,1501650.5,710402.6059,2003981,999320,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998900876,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
21,244,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57377.04918,12295.08197,122.0,94.75230868,189,55,244,244.0,0.0,244,244,0,0.0,0.0,0,0,1,0,0,0,64,20,8196.721311,4098.360656,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,12656049,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.370408016,0.395068003,3164012.25,6324668.945,12700000,1,12700000,3164012.25,6324668.945,12700000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.395068003,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5034.0,0.0,5034,5034,12700000.0,0.0,12700000,12700000,DDoS
80,11869820,5,5,316,3525,316,0,63.2,141.3194962,2077,0,705.0,990.6447396,323.5937866,0.842472759,1318868.889,2657334.281,6863936,37,6866569,1716642.25,3432557.171,6865478,238,11900000,2967445.75,3508980.583,6863936,192,0,0,0,0,168,168,0.421236379,0.421236379,0,2077,349.1818182,718.9771649,516928.1636,0,0,0,1,0,0,0,0,1,384.1,63.2,705.0,168,0,0,0,0,0,0,5,316,5,3525,29200,235,1,32,879.0,0.0,879,879,6863936.0,0.0,6863936,6863936,DoS GoldenEye
443,2456737,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4.8845277293,0.8140879549,2456737.0,0.0,2456737,2456737,2456737,2456737.0,0.0,2456737,2456737,0,0.0,0.0,0,0,0,0,0,0,40,0,0.8140879549,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
22,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
3003,21,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,285714.2857,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,47619.04762,47619.04762,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,1865639,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6235.397095,4.824084402,233204.875,659217.1402,1864684,3,571,285.5,399.5153314,568,3,1865605,373121.0,833809.1007,1864684,3,0,0,0,0,72,132,1.608028134,3.216056268,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,11541061,8,6,501,11632,501,0,62.625,177.1302487,5792,0,1938.666667,2544.918912,1051.289825,1.213060047,887773.9231,2188384.386,6538602,17,6544979,934997.0,2471302.295,6539383,17,11500000,2308202.4,3206596.225,6538602,47,0,0,0,0,264,200,0.69317717,0.519882877,0,5792,808.8666667,1800.211371,3240760.981,0,0,0,1,0,0,0,0,0,866.6428571,62.625,1938.666667,264,0,0,0,0,0,0,8,501,6,11632,29200,235,1,32,890.0,0.0,890,890,6538602.0,0.0,6538602,6538602,DoS GoldenEye
80,3001703,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999432655,1500851.5,711498.6214,2003957,997746,3001703,1500851.5,711498.6214,2003957,997746,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999432655,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
9099,49,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,11907421,7,4,369,11632,369,0,52.71428571,139.4688905,11632,0,2908.0,5816.0,1007.858881,0.923793658,1190742.1,2548771.47,6902191,1,6906967,1151161.167,2818926.633,6905271,1,11900000,3969126.667,3565364.08,6902191,661,0,0,0,0,232,136,0.587868691,0.335924966,0,11632,1000.083333,3349.865464,11200000.0,0,0,0,1,0,0,0,0,0,1091.0,52.71428571,2908.0,232,0,0,0,0,0,0,7,369,4,11632,29200,235,1,32,702.0,0.0,702,702,6902191.0,0.0,6902191,6902191,DoS GoldenEye
80,18595794,8,5,486,11632,486,0,60.75,171.8269478,7288,0,2326.4,3351.290617,651.6527339,0.699082814,1549649.5,4055173.187,13600000,50,13600000,1941917.0,5136873.011,13600000,203,18600000,4648936.0,6410390.274,13600000,161,0,0,0,0,264,168,0.430204809,0.268878005,0,7288,865.5714286,2179.140293,4748652.418,0,0,0,1,0,0,0,0,0,932.1538462,60.75,2326.4,264,0,0,0,0,0,0,8,486,5,11632,29200,235,1,32,1082.0,0.0,1082,1082,13600000.0,0.0,13600000,13600000,DoS GoldenEye
80,3002925,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.99902595,1501462.5,710647.2648,2003966,998959,3002925,1501462.5,710647.2648,2003966,998959,0,0.0,0.0,0,0,0,0,0,0,120,0,0.99902595,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
22,12174830,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,390.3955948,4.353243536,234131.3462,637868.4233,2496213,3,9633261,481663.05,850075.9694,2132166,323,12200000,392731.7419,792102.3761,2496213,3,0,0,0,0,680,1032,1.72487008,2.628373456,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
21,9043968,9,15,104,188,22,0,11.55555556,9.153020145,34,0,12.53333333,14.54975045,32.28671309,2.653702446,393216.0,1008305.83,3157508,3,6101741,762717.625,1381200.791,3198383,3,9043906,645993.2857,1242862.354,3157508,3,0,0,0,0,296,488,0.995138417,1.658564029,0,34,11.68,12.55229063,157.56,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,10070278,8,6,540,11680,540,0,67.5,190.9188309,10184,0,1946.666667,4076.169705,1213.471962,1.390229743,774636.7692,1882063.825,5064354,2,5104535,729219.2857,1924076.527,5092607,2,10100000,2014021.2,2751374.542,5064354,200,0,0,0,0,276,200,0.794416996,0.595812747,0,10184,814.6666667,2620.649283,6867802.667,0,0,0,1,0,0,0,0,0,872.8571429,67.5,1946.666667,276,0,0,0,0,0,0,8,540,6,11680,29200,235,1,32,1017.0,0.0,1017,1017,5064354.0,0.0,5064354,5064354,DoS GoldenEye
80,63139284,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110866002,10500000.0,11900000.0,32100000,999765,63100000,10500000.0,11900000.0,32100000,999765,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110866002,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011916.0,0.0,7011916,7011916,18700000.0,12200000.0,32100000,8015929,DoS Slowhttptest
13782,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
783,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
21,8414474,9,15,111,188,27,0,12.33333333,10.19803903,34,0,12.53333333,14.54975045,35.53400961,2.852228196,365846.6957,949267.5841,2981139,2,5644684,705585.5,1309308.827,3029624,3,8414425,601030.3571,1171641.84,2981139,2,0,0,0,0,296,488,1.069585574,1.782642623,0,34,11.96,12.82081641,164.3733333,0,0,0,1,0,0,0,0,1,12.45833333,12.33333333,12.53333333,296,0,0,0,0,0,0,9,111,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
